id,segment,word,start_sec
721Ja6aOYSo,5,violence,112.2
721Ja6aOYSo,5,kill,112.5
721Ja6aOYSo,5,people,113.1
721Ja6aOYSo,5,child,113.5
721Ja6aOYSo,5,end,116.7
721Ja6aOYSo,5,work,117.7
721Ja6aOYSo,6,good,119.0
721Ja6aOYSo,6,person,119.3
721Ja6aOYSo,6,live,119.9
721Ja6aOYSo,6,happy,120.2
721Ja6aOYSo,6,life,120.7
721Ja6aOYSo,6,girl,121.6
721Ja6aOYSo,6,kill,122.0
721Ja6aOYSo,6,hallway,122.6
721Ja6aOYSo,6,capitol,123.3
721Ja6aOYSo,6,today,123.7
721Ja6aOYSo,6,option,125.7
721Ja6aOYSo,6,practical,126.4
721Ja6aOYSo,6,matter,127.2
721Ja6aOYSo,6,fix,128.0
721Ja6aOYSo,6,cause,128.7
721Ja6aOYSo,6,place,129.9
721Ja6aOYSo,6,choice,130.7
721Ja6aOYSo,6,common,133.0
721Ja6aOYSo,6,people,133.7
721Ja6aOYSo,6,country,134.8
721Ja6aOYSo,6,increasingly,135.3
721Ja6aOYSo,6,probably,135.9
721Ja6aOYSo,7,idea,139.5
721Ja6aOYSo,7,group,140.0
721Ja6aOYSo,7,americans,140.5
721Ja6aOYSo,7,break,141.5
721Ja6aOYSo,7,separate,142.3
721Ja6aOYSo,7,peaceful,142.9
721Ja6aOYSo,7,nation,143.5
721Ja6aOYSo,7,like,144.2
721Ja6aOYSo,7,citizen,145.2
721Ja6aOYSo,7,fantasy,146.7
721Ja6aOYSo,7,happen,148.0
721Ja6aOYSo,7,thing,150.0
721Ja6aOYSo,7,peaceful,150.7
721Ja6aOYSo,7,separation,151.2
721Ja6aOYSo,7,hemisphere,155.2
721Ja6aOYSo,7,country,156.2
721Ja6aOYSo,7,inseparably,156.8
721Ja6aOYSo,8,co,158.8
721Ja6aOYSo,8,twin,159.6
721Ja6aOYSo,8,leave,161.1
721Ja6aOYSo,8,kill,161.7
721Ja6aOYSo,8,thing,164.1
721Ja6aOYSo,8,know,164.5
721Ja6aOYSo,8,horrify,165.3
721Ja6aOYSo,8,moment,166.2
721Ja6aOYSo,8,option,167.6
721Ja6aOYSo,8,gut,169.3
721Ja6aOYSo,8,second,171.1
721Ja6aOYSo,8,thing,171.5
721Ja6aOYSo,8,consider,171.8
721Ja6aOYSo,8,relate,172.5
721Ja6aOYSo,8,woman,174.5
721Ja6aOYSo,8,kill,175.2
721Ja6aOYSo,8,today,175.5
721Ja6aOYSo,8,rally,176.7
721Ja6aOYSo,9,place,177.7
721Ja6aOYSo,9,know,179.1
721Ja6aOYSo,9,look,180.6
721Ja6aOYSo,9,particularly,180.8
721Ja6aOYSo,9,radical,181.3
721Ja6aOYSo,9,bore,182.4
721Ja6aOYSo,9,resemblance,182.7
721Ja6aOYSo,9,angry,183.4
721Ja6aOYSo,9,child,183.8
721Ja6aOYSo,9,wreck,185.7
721Ja6aOYSo,9,city,186.2
721Ja6aOYSo,9,pasty,187.0
721Ja6aOYSo,9,entitle,187.5
721Ja6aOYSo,9,nihilist,188.0
721Ja6aOYSo,9,dress,188.5
721Ja6aOYSo,9,black,188.9
721Ja6aOYSo,9,set,189.3
721Ja6aOYSo,9,fire,189.6
721Ja6aOYSo,9,spray,190.0
721Ja6aOYSo,9,painting,190.2
721Ja6aOYSo,9,slogan,190.5
721Ja6aOYSo,9,statue,191.0
721Ja6aOYSo,9,look,192.5
721Ja6aOYSo,9,like,192.7
721Ja6aOYSo,9,capitol,194.1
721Ja6aOYSo,9,hallway,194.5
721Ja6aOYSo,9,look,194.8
721Ja6aOYSo,9,pretty,195.1
721Ja6aOYSo,9,like,195.5
721Ja6aOYSo,10,wednesday,199.2
721Ja6aOYSo,10,today,201.4
721Ja6aOYSo,10,ought,202.6
721Ja6aOYSo,10,think,202.8
721Ja6aOYSo,10,want,204.5
721Ja6aOYSo,10,fix,204.7
721Ja6aOYSo,10,think,206.0
721Ja6aOYSo,10,reason,208.0
721Ja6aOYSo,10,country,208.6
721Ja6aOYSo,10,rich,209.3
721Ja6aOYSo,10,successful,210.1
721Ja6aOYSo,10,year,212.5
721Ja6aOYSo,10,enjoy,212.9
721Ja6aOYSo,10,stable,213.2
721Ja6aOYSo,10,political,213.6
721Ja6aOYSo,10,system,214.0
721Ja6aOYSo,10,reason,215.1
721Ja6aOYSo,10,system,215.6
721Ja6aOYSo,10,stable,216.1
721Ja6aOYSo,11,democracy,217.9
721Ja6aOYSo,11,respond,218.8
721Ja6aOYSo,11,voter,219.5
721Ja6aOYSo,11,democracy,220.5
721Ja6aOYSo,11,pressure,221.7
721Ja6aOYSo,11,relief,222.1
721Ja6aOYSo,11,valve,222.5
721Ja6aOYSo,11,long,223.4
721Ja6aOYSo,11,people,223.8
721Ja6aOYSo,11,sincerely,224.1
721Ja6aOYSo,11,believe,225.0
721Ja6aOYSo,11,change,225.8
721Ja6aOYSo,11,thing,226.3
721Ja6aOYSo,11,vote,226.7
721Ja6aOYSo,11,stay,228.0
721Ja6aOYSo,11,calm,228.2
721Ja6aOYSo,11,storm,229.0
721Ja6aOYSo,11,bastille,229.3
721Ja6aOYSo,11,burst,230.5
721Ja6aOYSo,11,house,231.2
721Ja6aOYSo,11,chamber,231.5
721Ja6aOYSo,11,talk,232.6
721Ja6aOYSo,11,organize,233.6
721Ja6aOYSo,11,vote,234.7
721Ja6aOYSo,11,opposite,236.3
721Ja6aOYSo,12,true,237.1
721Ja6aOYSo,12,people,238.1
721Ja6aOYSo,12,begin,238.5
721Ja6aOYSo,12,believe,239.0
721Ja6aOYSo,12,democracy,239.7
721Ja6aOYSo,12,fraudulent,240.6
721Ja6aOYSo,12,conclude,242.1
721Ja6aOYSo,12,vote,242.7
721Ja6aOYSo,12,charade,243.3
721Ja6aOYSo,12,system,244.2
721Ja6aOYSo,12,rig,244.8
721Ja6aOYSo,12,run,245.5
721Ja6aOYSo,12,secret,245.9
721Ja6aOYSo,12,small,246.5
721Ja6aOYSo,12,group,246.8
721Ja6aOYSo,12,powerful,247.1
721Ja6aOYSo,12,dishonest,247.6
721Ja6aOYSo,12,people,248.2
721Ja6aOYSo,12,act,248.6
721Ja6aOYSo,12,interest,249.4
721Ja6aOYSo,12,god,251.1
721Ja6aOYSo,12,know,251.4
721Ja6aOYSo,12,happen,252.3
721Ja6aOYSo,12,actually,253.2
721Ja6aOYSo,12,know,253.9
721Ja6aOYSo,12,happen,254.6
721Ja6aOYSo,12,happen,255.4
721Ja6aOYSo,12,right,256.0
721Ja6aOYSo,13,happen,257.6
721Ja6aOYSo,13,countless,258.0
721Ja6aOYSo,13,country,258.7
721Ja6aOYSo,13,countless,259.4
721Ja6aOYSo,13,century,259.8
721Ja6aOYSo,13,cycle,260.7
721Ja6aOYSo,13,human,262.5
721Ja6aOYSo,13,nature,262.8
721Ja6aOYSo,13,change,263.3
721Ja6aOYSo,13,listen,264.3
721Ja6aOYSo,13,scream,265.1
721Ja6aOYSo,13,elation,265.8
721Ja6aOYSo,13,shut,266.5
721Ja6aOYSo,13,tell,267.3
721Ja6aOYSo,13,reply,267.6
721Ja6aOYSo,13,leader,268.0
721Ja6aOYSo,13,face,269.6
721Ja6aOYSo,13,descent,270.1
721Ja6aOYSo,13,instinct,271.3
721Ja6aOYSo,13,illegitimate,272.4
721Ja6aOYSo,13,leadership,273.1
721Ja6aOYSo,13,crack,274.0
721Ja6aOYSo,13,population,275.2
721Ja6aOYSo,14,crackdown,276.8
721Ja6aOYSo,14,instead,278.9
721Ja6aOYSo,14,country,280.1
721Ja6aOYSo,14,volatile,280.7
721Ja6aOYSo,14,dangerous,281.6
721Ja6aOYSo,14,people,282.7
721Ja6aOYSo,14,charge,283.0
721Ja6aOYSo,14,understand,283.6
721Ja6aOYSo,14,want,284.6
721Ja6aOYSo,14,care,285.6
721Ja6aOYSo,14,learn,286.0
721Ja6aOYSo,14,listen,286.6
721Ja6aOYSo,14,conversation,287.7
721Ja6aOYSo,14,referendum,288.4
721Ja6aOYSo,14,leadership,289.4
721Ja6aOYSo,14,clamp,290.8
721Ja6aOYSo,14,hard,291.2
721Ja6aOYSo,14,obey,291.7
721Ja6aOYSo,14,tell,292.2
721Ja6aOYSo,14,obey,292.6
721Ja6aOYSo,14,romanoff,294.7
721Ja6aOYSo,14,program,295.3
721Ja6aOYSo,15,end,296.5
721Ja6aOYSo,15,badly,296.7
721Ja6aOYSo,15,single,297.9
721Ja6aOYSo,15,time,298.3
721Ja6aOYSo,15,mean,300.1
721Ja6aOYSo,15,try,300.5
721Ja6aOYSo,15,course,301.4
721Ja6aOYSo,15,nature,302.9
721Ja6aOYSo,15,place,305.0
721Ja6aOYSo,15,million,305.9
721Ja6aOYSo,15,americans,306.6
721Ja6aOYSo,15,sincerely,307.3
721Ja6aOYSo,15,believe,308.0
721Ja6aOYSo,15,election,309.1
721Ja6aOYSo,15,fake,310.1
721Ja6aOYSo,15,dismiss,311.7
721Ja6aOYSo,15,crazy,312.8
721Ja6aOYSo,15,conspiracy,313.8
721Ja6aOYSo,15,theorist,314.6
721Ja6aOYSo,15,kick,315.3
721Ja6aOYSo,16,twitter,316.0
721Ja6aOYSo,16,change,318.3
721Ja6aOYSo,16,mind,318.7
721Ja6aOYSo,16,try,320.4
721Ja6aOYSo,16,change,321.1
721Ja6aOYSo,16,mind,321.5
721Ja6aOYSo,16,convince,322.3
721Ja6aOYSo,16,reassure,323.4
721Ja6aOYSo,16,system,324.2
721Ja6aOYSo,16,real,324.8
721Ja6aOYSo,16,democracy,325.2
721Ja6aOYSo,16,work,325.7
721Ja6aOYSo,16,care,327.7
721Ja6aOYSo,16,country,328.3
721Ja6aOYSo,16,people,328.9
721Ja6aOYSo,16,live,329.2
721Ja6aOYSo,16,new,330.6
721Ja6aOYSo,16,leader,330.8
721Ja6aOYSo,16,try,331.5
721Ja6aOYSo,16,silence,331.8
721Ja6aOYSo,16,happen,333.7
721Ja6aOYSo,16,today,334.1
721Ja6aOYSo,16,use,334.9
721Ja6aOYSo,17,people,335.5
721Ja6aOYSo,17,power,336.2
721Ja6aOYSo,17,justify,336.7
721Ja6aOYSo,17,stripping,337.3
721Ja6aOYSo,17,right,338.1
721Ja6aOYSo,17,bear,338.5
721Ja6aOYSo,17,american,339.1
721Ja6aOYSo,17,right,340.3
721Ja6aOYSo,17,speak,340.6
721Ja6aOYSo,17,censor,341.4
721Ja6aOYSo,17,right,342.3
721Ja6aOYSo,17,assemble,342.6
721Ja6aOYSo,17,spy,343.9
721Ja6aOYSo,17,live,345.5
721Ja6aOYSo,17,defend,346.4
721Ja6aOYSo,17,family,347.0
721Ja6aOYSo,17,critically,347.8
721Ja6aOYSo,17,basic,349.6
721Ja6aOYSo,17,ancient,350.4
721Ja6aOYSo,17,freedom,350.9
721Ja6aOYSo,17,live,352.9
721Ja6aOYSo,17,place,354.3
721Ja6aOYSo,18,americans,355.5
721Ja6aOYSo,18,different,356.5
721Ja6aOYSo,18,peril,359.2
721Ja6aOYSo,18,thousand,361.3
721Ja6aOYSo,18,countryman,362.2
721Ja6aOYSo,18,storm,362.8
721Ja6aOYSo,18,capital,363.4
721Ja6aOYSo,18,building,363.9
721Ja6aOYSo,18,like,365.5
721Ja6aOYSo,18,horrify,367.8
721Ja6aOYSo,18,violence,368.7
721Ja6aOYSo,18,horrified,371.2
721Ja6aOYSo,18,wrong,372.5
721Ja6aOYSo,19,pause,375.2
721Ja6aOYSo,19,learn,376.1
721Ja6aOYSo,19,single,376.6
721Ja6aOYSo,19,thing,377.1
721Ja6aOYSo,19,citizen,379.5
721Ja6aOYSo,19,storm,379.9
721Ja6aOYSo,19,capitol,380.4
721Ja6aOYSo,19,building,380.8
721Ja6aOYSo,19,fool,381.7
721Ja6aOYSo,19,lack,383.0
721Ja6aOYSo,19,wisdom,383.2
721Ja6aOYSo,19,lack,384.0
721Ja6aOYSo,19,self,384.3
721Ja6aOYSo,19,place,385.9
721Ja6aOYSo,19,run,386.3
721Ja6aOYSo,19,country,386.8
721Ja6aOYSo,19,sad,389.0
721Ja6aOYSo,19,chaotic,389.5
721Ja6aOYSo,19,day,390.0
721Ja6aOYSo,19,reason,391.1
721Ja6aOYSo,19,fault,393.0
tnE91cB43UQ,0,betray,1.3
tnE91cB43UQ,0,luke,2.1
tnE91cB43UQ,0,find,2.5
tnE91cB43UQ,0,hard,3.0
tnE91cB43UQ,0,way,3.3
tnE91cB43UQ,0,villainy,4.0
tnE91cB43UQ,0,fight,4.6
tnE91cB43UQ,0,turn,5.0
tnE91cB43UQ,0,dad,5.8
tnE91cB43UQ,0,hi,7.7
tnE91cB43UQ,0,father,8.8
tnE91cB43UQ,0,friend,24.2
tnE91cB43UQ,0,maybe,24.6
tnE91cB43UQ,0,close,25.4
tnE91cB43UQ,0,confidant,25.8
tnE91cB43UQ,0,stab,27.0
tnE91cB43UQ,0,right,27.4
tnE91cB43UQ,1,quaint,33.9
tnE91cB43UQ,1,evening,34.7
tnE91cB43UQ,1,school,34.9
tnE91cB43UQ,1,consider,35.8
tnE91cB43UQ,1,dwight,39.2
tnE91cB43UQ,1,fire,40.2
tnE91cB43UQ,1,know,41.3
tnE91cB43UQ,1,trust,41.6
tnE91cB43UQ,1,promise,43.9
tnE91cB43UQ,1,betray,44.7
tnE91cB43UQ,1,democrats,47.0
tnE91cB43UQ,1,need,48.6
tnE91cB43UQ,1,worry,48.9
tnE91cB43UQ,1,time,50.3
tnE91cB43UQ,1,democrats,50.7
tnE91cB43UQ,1,need,51.8
tnE91cB43UQ,1,turn,52.0
tnE91cB43UQ,1,knife,53.7
tnE91cB43UQ,1,power,55.9
tnE91cB43UQ,1,player,56.2
tnE91cB43UQ,1,darling,58.2
tnE91cB43UQ,1,leave,59.1
tnE91cB43UQ,1,0,60.8
tnE91cB43UQ,1,thin,63.7
tnE91cB43UQ,1,ice,64.0
tnE91cB43UQ,1,endorse,64.7
tnE91cB43UQ,1,joe,65.3
tnE91cB43UQ,2,president,67.0
tnE91cB43UQ,2,biden,67.4
tnE91cB43UQ,2,run,68.8
tnE91cB43UQ,2,2024,69.4
tnE91cB43UQ,2,support,70.5
tnE91cB43UQ,2,know,73.6
tnE91cB43UQ,2,president,73.9
tnE91cB43UQ,2,choose,74.3
tnE91cB43UQ,2,run,75.1
tnE91cB43UQ,2,2024,76.0
tnE91cB43UQ,2,mean,77.3
tnE91cB43UQ,2,focus,78.6
tnE91cB43UQ,2,win,79.3
tnE91cB43UQ,2,majority,79.7
tnE91cB43UQ,2,right,80.2
tnE91cB43UQ,2,cross,81.0
tnE91cB43UQ,2,bridge,81.5
tnE91cB43UQ,2,think,83.7
tnE91cB43UQ,2,president,84.6
tnE91cB43UQ,2,vision,85.3
tnE91cB43UQ,2,certainly,86.2
tnE91cB43UQ,2,willing,86.9
tnE91cB43UQ,2,entertain,87.7
tnE91cB43UQ,2,examine,88.5
tnE91cB43UQ,2,time,89.4
tnE91cB43UQ,2,come,89.6
tnE91cB43UQ,2,yes,91.8
tnE91cB43UQ,2,yeah,94.8
tnE91cB43UQ,2,know,95.1
tnE91cB43UQ,2,think,95.3
tnE91cB43UQ,2,endorse,96.9
tnE91cB43UQ,3,kind,100.8
tnE91cB43UQ,3,start,101.2
tnE91cB43UQ,3,sound,101.6
tnE91cB43UQ,3,like,101.9
tnE91cB43UQ,3,defector,102.1
tnE91cB43UQ,3,lot,104.5
tnE91cB43UQ,3,maybe,106.6
tnE91cB43UQ,3,nancy's,106.9
tnE91cB43UQ,3,grip,107.5
tnE91cB43UQ,3,loosen,109.0
tnE91cB43UQ,3,pauly,109.9
tnE91cB43UQ,3,pea,110.3
tnE91cB43UQ,3,arrest,110.6
tnE91cB43UQ,3,like,112.3
tnE91cB43UQ,3,totally,112.9
tnE91cB43UQ,3,unexpected,113.3
tnE91cB43UQ,3,rogue,115.3
tnE91cB43UQ,3,year,115.8
tnE91cB43UQ,3,direct,118.8
tnE91cB43UQ,3,connection,119.1
tnE91cB43UQ,3,hold,121.0
tnE91cB43UQ,3,high,122.0
tnE91cB43UQ,3,standard,122.3
tnE91cB43UQ,3,hold,123.1
tnE91cB43UQ,3,include,124.2
tnE91cB43UQ,3,family,124.7
tnE91cB43UQ,3,know,126.5
tnE91cB43UQ,3,different,127.7
tnE91cB43UQ,3,proposal,128.0
tnE91cB43UQ,3,know,129.6
tnE91cB43UQ,3,spouse,130.3
tnE91cB43UQ,3,child,131.2
tnE91cB43UQ,3,able,132.7
tnE91cB43UQ,3,assure,133.1
tnE91cB43UQ,4,american,134.4
tnE91cB43UQ,4,people,134.8
tnE91cB43UQ,4,happen,136.5
tnE91cB43UQ,4,worry,138.4
tnE91cB43UQ,4,compete,139.2
tnE91cB43UQ,4,member,140.6
tnE91cB43UQ,4,congress,141.0
tnE91cB43UQ,4,stock,141.5
tnE91cB43UQ,4,portfolio,141.9
tnE91cB43UQ,4,democrat,144.6
tnE91cB43UQ,4,leadership,145.2
tnE91cB43UQ,4,happy,145.8
tnE91cB43UQ,4,definitely,147.9
tnE91cB43UQ,4,happy,149.3
tnE91cB43UQ,4,watch,152.2
tnE91cB43UQ,4,actual,154.0
tnE91cB43UQ,4,officer,154.7
tnE91cB43UQ,4,work,155.4
tnE91cB43UQ,4,answer,158.1
tnE91cB43UQ,4,day,159.7
tnE91cB43UQ,4,suppose,160.1
tnE91cB43UQ,4,pretend,160.4
tnE91cB43UQ,4,happen,161.3
tnE91cB43UQ,4,idea,163.2
tnE91cB43UQ,4,happen,164.4
tnE91cB43UQ,4,people,165.2
tnE91cB43UQ,4,inside,165.7
tnE91cB43UQ,5,clearly,167.4
tnE91cB43UQ,5,sympathetic,167.9
tnE91cB43UQ,5,open,170.1
tnE91cB43UQ,5,door,170.5
tnE91cB43UQ,5,wide,170.8
tnE91cB43UQ,5,open,171.0
tnE91cB43UQ,5,suppose,172.4
tnE91cB43UQ,5,sit,172.7
tnE91cB43UQ,5,pretend,173.7
tnE91cB43UQ,5,like,174.6
tnE91cB43UQ,5,happen,175.5
tnE91cB43UQ,5,right,176.5
tnE91cB43UQ,5,massive,178.2
tnE91cB43UQ,5,know,179.0
tnE91cB43UQ,5,idea,179.9
tnE91cB43UQ,5,throw,180.3
tnE91cB43UQ,5,money,180.7
tnE91cB43UQ,5,problem,181.2
tnE91cB43UQ,5,away,182.8
tnE91cB43UQ,5,aoc,185.6
tnE91cB43UQ,5,suggest,186.8
tnE91cB43UQ,5,january,188.2
tnE91cB43UQ,5,6,188.8
tnE91cB43UQ,5,inside,189.7
tnE91cB43UQ,5,job,190.1
tnE91cB43UQ,5,come,191.4
tnE91cB43UQ,5,twitter,191.6
tnE91cB43UQ,5,dangerous,195.1
tnE91cB43UQ,5,territory,195.7
tnE91cB43UQ,5,disinformation,197.9
tnE91cB43UQ,5,czar,198.9
tnE91cB43UQ,5,need,199.4
tnE91cB43UQ,5,mary,200.2
tnE91cB43UQ,6,information,202.3
tnE91cB43UQ,6,laundering,203.1
tnE91cB43UQ,6,ferocious,204.5
tnE91cB43UQ,6,hawk,205.8
tnE91cB43UQ,6,line,206.6
tnE91cB43UQ,6,sound,207.4
tnE91cB43UQ,6,precocious,207.7
tnE91cB43UQ,6,squad,209.0
tnE91cB43UQ,6,suggest,209.7
tnE91cB43UQ,6,capitol,210.4
tnE91cB43UQ,6,police,210.9
tnE91cB43UQ,6,january,212.7
tnE91cB43UQ,6,6,213.2
tnE91cB43UQ,6,ride,213.6
tnE91cB43UQ,6,open,214.0
tnE91cB43UQ,6,door,214.3
tnE91cB43UQ,6,think,215.5
tnE91cB43UQ,6,allow,216.1
tnE91cB43UQ,6,think,217.7
tnE91cB43UQ,6,conspiracy,218.6
tnE91cB43UQ,6,theorist,219.6
tnE91cB43UQ,6,nancy,220.9
tnE91cB43UQ,6,happy,222.9
tnE91cB43UQ,6,yesterday,224.9
tnE91cB43UQ,6,world,225.7
tnE91cB43UQ,6,truth,228.7
tnE91cB43UQ,6,january,229.5
tnE91cB43UQ,6,6th,230.1
tnE91cB43UQ,6,know,232.7
tnE91cB43UQ,7,capitol,234.3
tnE91cB43UQ,7,police,234.8
tnE91cB43UQ,7,metropolitan,235.5
tnE91cB43UQ,7,police,236.9
tnE91cB43UQ,7,washington,237.5
tnE91cB43UQ,7,dc,238.0
tnE91cB43UQ,7,hero,238.8
tnE91cB43UQ,7,capitol,240.7
tnE91cB43UQ,7,police,241.5
tnE91cB43UQ,7,officer,241.8
tnE91cB43UQ,7,hero,242.4
tnE91cB43UQ,7,insurrectionist,243.0
tnE91cB43UQ,7,know,244.4
tnE91cB43UQ,7,democrats,245.6
tnE91cB43UQ,7,fight,246.4
tnE91cB43UQ,7,time,249.0
tnE91cB43UQ,7,aoc,249.3
tnE91cB43UQ,7,fishy,250.7
tnE91cB43UQ,7,capitol,251.8
tnE91cB43UQ,7,police,252.3
tnE91cB43UQ,7,hear,254.3
tnE91cB43UQ,7,boom,255.9
tnE91cB43UQ,7,boom,256.5
tnE91cB43UQ,7,boom,257.0
tnE91cB43UQ,7,boom,257.6
tnE91cB43UQ,7,jump,258.6
tnE91cB43UQ,7,bathroom,259.7
tnE91cB43UQ,7,try,261.1
tnE91cB43UQ,7,inside,261.6
tnE91cB43UQ,7,office,263.0
tnE91cB43UQ,7,start,263.8
tnE91cB43UQ,7,hear,264.2
tnE91cB43UQ,7,yell,264.8
tnE91cB43UQ,8,think,271.0
tnE91cB43UQ,8,die,271.7
tnE91cB43UQ,8,come,272.3
tnE91cB43UQ,8,man,274.5
tnE91cB43UQ,8,capital,274.9
tnE91cB43UQ,8,police,275.3
tnE91cB43UQ,8,officer,275.6
tnE91cB43UQ,8,look,276.6
tnE91cB43UQ,8,tremendous,278.2
tnE91cB43UQ,8,anger,279.2
tnE91cB43UQ,8,hostility,281.2
tnE91cB43UQ,8,add,282.8
tnE91cB43UQ,8,like,283.9
tnE91cB43UQ,8,partner,284.5
tnE91cB43UQ,8,know,285.9
tnE91cB43UQ,8,help,286.9
tnE91cB43UQ,8,hurt,287.4
tnE91cB43UQ,8,year,289.1
tnE91cB43UQ,8,aoc,289.3
tnE91cB43UQ,8,refuse,289.9
